Classe;FormaCappello;ColoreCappello;Lividi;Odore;Dim_Lamelle;RadiceGambo;ColoreGambo_sotto_anello;Habitat
Commestibile;Convessa;Giallo;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Nei prati
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Strette;Regolare;Bianco;In città
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Con radici;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;A campana;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Giallo;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Velenoso;Convessa;Grigio;No;Maleodorante;Larghe;Bulbo;Camoscio;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Giallo;Si;Mandorla;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Giallo;Si;Anice;Larghe;Con radici;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;A campana;Bianco;Si;Mandorla;Larghe;Gonfia;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;Si;Anice;Strette;Bulbo;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Velenoso;Convessa;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Velenoso;Piatta;Marrone;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;Si;Pungente;Strette;Regolare;Bianco;In città
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Velenoso;Piatta;Bianco;Si;Pungente;Strette;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Rosa;Bosco
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Rosso;Si;Nessuno;Larghe;Bulbo;Grigio;Bosco
Commestibile;Piatta;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Regolare;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;Si;Anice;Larghe;Gonfia;Bianco;Nei prati
